data_type;site;lat_dd;lon_dd;datum;precision;data_collection;date;day;month;year;position;habitat;trans_n;sampleID;temp_c;depth_min;depth_max;visi_vert;visi_hor;point;subs_cover;roughness;obs
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;1;TS_T1_20150205;;10;10;12.8;6;p18.5;cascalho;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;1;TS_T1_20150205;;10;10;12.8;6;p19;macroalga;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;1;TS_T1_20150205;;10;10;12.8;6;p19.5;turf;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p0;macroalga;0;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p0.5;turf;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p1;cascalho;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p1.5;cascalho;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p2;turf;0;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p2.5;cascalho;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p3;areia;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p3.5;turf;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p4;cascalho;0;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p4.5;cascalho;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p5;areia;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p5.5;cascalho;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p6;cascalho;0;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p6.5;areia;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p7;hydrozoa ou bryozoa;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p7.5;turf;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p8;turf;0;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p8.5;areia;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p9;areia;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p9.5;areia;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p10;cascalho;0;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p10.5;turf;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p11;macroalga;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p11.5;macroalga;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p12;turf;0;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p12.5;areia;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p13;turf;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p13.5;areia;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p14;macroalga;0;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p14.5;turf;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p15;cascalho;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p15.5;cascalho;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p16;areia;0;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p16.5;macroalga;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p17;cascalho;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p17.5;macroalga;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p18;cascalho;0;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p18.5;turf;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p19;turf;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;2;TS_T2_20150205;;10;10;12.8;6;p19.5;cascalho;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p0;areia;0;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p0.5;macroalga;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p1;cascalho;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p1.5;macroalga;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p2;cascalho;0;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p2.5;macroalga;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p3;areia;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p3.5;turf;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p4;macroalga;0;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p4.5;turf;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p5;macroalga;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p5.5;turf;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p6;turf;0;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p6.5;macroalga;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p7;cascalho;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p7.5;areia;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p8;macroalga;0;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p8.5;turf;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p9;macroalga;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p9.5;turf;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p10;areia;0;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p10.5;macroalga;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p11;areia;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p11.5;areia;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p12;areia;0;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p12.5;areia;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p13;areia;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p13.5;areia;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p14;areia;0;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p14.5;areia;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p15;cascalho;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p15.5;macroalga;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p16;cascalho;0;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p16.5;cascalho;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p17;cascalho;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p17.5;cascalho;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p18;cascalho;0;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p18.5;cascalho;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p19;cascalho;NA;NA
B;TS;-27.18098;-48.40996;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42040;05;02;2015;Rebio Arvoredo;m_decactis_bed;3;TS_T3_20150205;;10;10;12.8;6;p19.5;cascalho;NA;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p0;alga calcária crostosa;1;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p0.5;turf;NA;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p1;turf;NA;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p1.5;alga calcária crostosa;NA;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p2;alga calcária crostosa;1;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p2.5;rocha;NA;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p3;turf;NA;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p3.5;turf;NA;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p4;turf;3;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p4.5;turf;NA;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p5;turf;NA;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p5.5;turf;NA;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p6;turf;1;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p6.5;turf;NA;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p7;outros;NA;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p7.5;turf;NA;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p8;turf;1;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p8.5;turf;NA;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p9;cascalho;NA;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p9.5;cascalho;NA;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p10;cascalho;2;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p10.5;cascalho;NA;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p11;cascalho;NA;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p11.5;cascalho;NA;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p12;areia;2;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p12.5;macroalga;NA;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p13;turf;NA;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p13.5;macroalga;NA;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p14;macroalga;1;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p14.5;macroalga;NA;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p15;macroalga;NA;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p15.5;rocha;NA;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p16;turf;2;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p16.5;cascalho;NA;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p17;cascalho;NA;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p17.5;alga calcária crostosa;NA;NA
B;NL;-27.17842;-48.40696;WGS84;TOPO;Vitor_Picolotto-Thiago_Silveira;42032;28;01;2015;Rebio Arvoredo;rocky_shore;1;NL_T1_20150128;27;5;5;4.7;5.2;p18;cascalho;3;NA
